structure_id,reasons
21890,csv_train_gt20
21891,q_filter_q-97.5
21892,csv_val_gt20
21893,csv_train_gt20
21894,csv_train_gt20
21895,csv_train_gt20
21896,csv_train_gt20
21897,csv_train_gt20
21898,csv_train_gt20
21899,csv_val_gt20
21900,csv_train_gt20
21901,csv_train_gt20
21903,csv_train_gt20
21929,q_filter_q-97.5
21949,csv_train_gt20
21951,csv_train_gt20
21955,csv_train_gt20
21960,csv_train_gt20
21967,q_filter_q-97.5
21969,csv_train_gt20
21984,csv_train_gt20
21992,csv_val_gt20
22012,q_filter_q-97.5
22014,q_filter_q-97.5
22016,q_filter_q-97.5
22017,q_filter_q-97.5
22019,q_filter_q-97.5
22023,q_filter_q-97.5
22024,q_filter_q-97.5
22026,q_filter_q-97.5
22028,q_filter_q-97.5
22029,q_filter_q-97.5
22031,q_filter_q-97.5
22032,q_filter_q-97.5
22033,q_filter_q-97.5
22034,q_filter_q-97.5
22037,q_filter_q-97.5
22038,csv_test_gt100
22039,q_filter_q-97.5
22040,q_filter_q-97.5
22041,q_filter_q-97.5
22043,q_filter_q-97.5
22047,q_filter_q-97.5
22048,q_filter_q-97.5
22049,q_filter_q-97.5
22052,q_filter_q-97.5
22053,q_filter_q-97.5
22054,q_filter_q-97.5
22055,q_filter_q-97.5
22056,q_filter_q-97.5
22057,q_filter_q-97.5
22060,q_filter_q-97.5
22061,q_filter_q-97.5
22062,q_filter_q-97.5
22063,q_filter_q-97.5
22066,q_filter_q-97.5
22084,q_filter_q-97.5
22085,q_filter_q-97.5
22086,q_filter_q-97.5
22087,q_filter_q-97.5
22179,global_bad;q_filter_q-97.5
22180,global_bad
22181,global_bad
22182,global_bad
22183,global_bad
22184,global_bad
22186,global_bad
22188,global_bad
22189,global_bad
22192,global_bad
22194,global_bad
22196,global_bad
22198,global_bad
22199,global_bad
22201,global_bad
22203,global_bad
22494,global_bad
22603,global_bad
22667,global_bad
22940,global_bad
23123,q_filter_q-97.5
23124,q_filter_q-97.5
23126,q_filter_q-97.5
23127,q_filter_q-97.5
23128,q_filter_q-97.5
23129,q_filter_q-97.5
23130,q_filter_q-97.5
23131,q_filter_q-97.5
23134,q_filter_q-97.5
23135,q_filter_q-97.5
23136,q_filter_q-97.5
23137,q_filter_q-97.5
23138,q_filter_q-97.5
23139,q_filter_q-97.5
23141,q_filter_q-97.5
23143,q_filter_q-97.5
23146,q_filter_q-97.5
23147,q_filter_q-97.5
23148,q_filter_q-97.5
23149,q_filter_q-97.5
23150,q_filter_q-97.5
23151,q_filter_q-97.5
23154,q_filter_q-97.5
23155,q_filter_q-97.5
23159,q_filter_q-97.5
23160,q_filter_q-97.5
23161,q_filter_q-97.5
23162,q_filter_q-97.5
23163,q_filter_q-97.5
23164,q_filter_q-97.5
23343,q_filter_q-97.5
23344,q_filter_q-97.5
23345,q_filter_q-97.5
23346,q_filter_q-97.5
23347,q_filter_q-97.5
23348,q_filter_q-97.5
23349,q_filter_q-97.5
23351,q_filter_q-97.5
23352,q_filter_q-97.5
23353,q_filter_q-97.5
23354,q_filter_q-97.5
23355,q_filter_q-97.5
23356,q_filter_q-97.5
23358,q_filter_q-97.5
23359,q_filter_q-97.5
23360,q_filter_q-97.5
23361,q_filter_q-97.5
23362,q_filter_q-97.5
23363,q_filter_q-97.5
23364,q_filter_q-97.5
23365,q_filter_q-97.5
23366,q_filter_q-97.5
23367,q_filter_q-97.5
23368,q_filter_q-97.5
23369,q_filter_q-97.5
23370,q_filter_q-97.5
23371,q_filter_q-97.5
23372,q_filter_q-97.5
23373,q_filter_q-97.5
23375,q_filter_q-97.5
23376,q_filter_q-97.5
23377,q_filter_q-97.5
23378,q_filter_q-97.5
23380,q_filter_q-97.5
23382,q_filter_q-97.5
23383,q_filter_q-97.5
23384,q_filter_q-97.5
23385,q_filter_q-97.5
23386,q_filter_q-97.5
23387,q_filter_q-97.5
23433,q_filter_q-97.5
23434,q_filter_q-97.5
23435,q_filter_q-97.5
23437,q_filter_q-97.5
23439,q_filter_q-97.5
23440,q_filter_q-97.5
23441,q_filter_q-97.5
23442,q_filter_q-97.5
23443,q_filter_q-97.5
23444,q_filter_q-97.5
23445,q_filter_q-97.5
23447,q_filter_q-97.5
23448,q_filter_q-97.5
23449,q_filter_q-97.5
23451,q_filter_q-97.5
23452,q_filter_q-97.5
23453,q_filter_q-97.5
23454,q_filter_q-97.5
23455,q_filter_q-97.5
23456,q_filter_q-97.5
23457,q_filter_q-97.5
23458,q_filter_q-97.5
23459,q_filter_q-97.5
23461,q_filter_q-97.5
23462,q_filter_q-97.5
23463,q_filter_q-97.5
23465,q_filter_q-97.5
23466,q_filter_q-97.5
23467,q_filter_q-97.5
23468,q_filter_q-97.5
23469,q_filter_q-97.5
23470,q_filter_q-97.5
23472,q_filter_q-97.5
23473,q_filter_q-97.5
23474,q_filter_q-97.5
23475,q_filter_q-97.5
23477,q_filter_q-97.5
23478,q_filter_q-97.5
23479,q_filter_q-97.5
23480,q_filter_q-97.5
23481,q_filter_q-97.5
23482,q_filter_q-97.5
23483,q_filter_q-97.5
23484,q_filter_q-97.5
23485,q_filter_q-97.5
23486,q_filter_q-97.5
23487,q_filter_q-97.5
23488,q_filter_q-97.5
23490,q_filter_q-97.5
23491,q_filter_q-97.5
23493,q_filter_q-97.5
23494,q_filter_q-97.5
23495,q_filter_q-97.5
23496,q_filter_q-97.5
23497,q_filter_q-97.5
23512,q_filter_q-97.5
23513,q_filter_q-97.5
23514,q_filter_q-97.5
23515,q_filter_q-97.5
23516,q_filter_q-97.5
23517,q_filter_q-97.5
23518,q_filter_q-97.5
23519,q_filter_q-97.5
23520,q_filter_q-97.5
23521,q_filter_q-97.5
23522,q_filter_q-97.5
23523,q_filter_q-97.5
23524,q_filter_q-97.5
23525,q_filter_q-97.5
23526,q_filter_q-97.5
23527,q_filter_q-97.5
23528,q_filter_q-97.5
23529,q_filter_q-97.5
23530,q_filter_q-97.5
23531,q_filter_q-97.5
23532,q_filter_q-97.5
23721,q_filter_q-97.5
23722,q_filter_q-97.5
23724,csv_train_gt20
23725,q_filter_q-97.5
23727,csv_train_gt20
23729,q_filter_q-97.5
23731,csv_train_gt20
23732,csv_val_gt20
23733,csv_train_gt20
23739,csv_test_gt100
23741,q_filter_q-97.5
23742,csv_train_gt20
23743,csv_train_gt20
23745,q_filter_q-97.5
23747,q_filter_q-97.5
24258,q_filter_q-97.5
24259,q_filter_q-97.5
24263,q_filter_q-97.5
24264,q_filter_q-97.5
24279,q_filter_q-97.5
24283,q_filter_q-97.5
24297,q_filter_q-97.5
24308,q_filter_q-97.5
24322,q_filter_q-97.5
24329,q_filter_q-97.5
24595,q_filter_q-97.5
24596,q_filter_q-97.5
24597,q_filter_q-97.5
24598,q_filter_q-97.5
24600,q_filter_q-97.5
24601,q_filter_q-97.5
24602,q_filter_q-97.5
24603,q_filter_q-97.5
24604,q_filter_q-97.5
24608,q_filter_q-97.5
24614,q_filter_q-97.5
24615,q_filter_q-97.5
25118,q_filter_q-97.5
25419,global_bad
25426,global_bad
25438,global_bad;q_filter_q-97.5
25643,q_filter_q-97.5
28971,csv_train_gt20
28972,q_filter_q-97.5
28973,global_bad
28974,global_bad
28975,q_filter_q-97.5
28976,q_filter_q-97.5
28977,q_filter_q-97.5
28979,global_bad
28980,q_filter_q-97.5
28981,global_bad
28982,global_bad
28983,q_filter_q-97.5
28984,global_bad
28985,global_bad
28986,global_bad
28988,q_filter_q-97.5
28989,global_bad
28991,q_filter_q-97.5
28992,global_bad
28993,csv_test_gt100;global_bad;q_filter_q-97.5
28994,q_filter_q-97.5
28995,q_filter_q-97.5
28996,q_filter_q-97.5
28997,global_bad
28998,q_filter_q-97.5
28999,global_bad
29001,q_filter_q-97.5
29002,q_filter_q-97.5
29003,q_filter_q-97.5
29004,q_filter_q-97.5
29006,q_filter_q-97.5
29007,global_bad
29008,q_filter_q-97.5
29009,q_filter_q-97.5
29010,q_filter_q-97.5
29011,global_bad
29012,global_bad
29013,csv_test_gt100;q_filter_q-97.5
29014,q_filter_q-97.5
29015,global_bad
29016,global_bad
29017,csv_test_gt100;global_bad;q_filter_q-97.5
29018,global_bad
29019,global_bad
29020,global_bad
29021,global_bad
29022,global_bad
29023,global_bad
29024,q_filter_q-97.5
29026,global_bad;q_filter_q-97.5
29027,q_filter_q-97.5
29028,global_bad
29029,csv_test_gt100;global_bad;q_filter_q-97.5
29030,global_bad
29031,global_bad
29032,global_bad
29034,global_bad
29035,global_bad
29036,global_bad
29037,q_filter_q-97.5
29038,global_bad
29039,q_filter_q-97.5
29040,global_bad
29041,global_bad
29043,global_bad
29044,q_filter_q-97.5
29047,q_filter_q-97.5
29048,global_bad
29049,q_filter_q-97.5
29050,q_filter_q-97.5
29051,q_filter_q-97.5
29052,q_filter_q-97.5
29053,q_filter_q-97.5
29054,q_filter_q-97.5
29056,q_filter_q-97.5
29057,q_filter_q-97.5
29058,q_filter_q-97.5
29059,q_filter_q-97.5
29060,q_filter_q-97.5
29061,q_filter_q-97.5
29063,q_filter_q-97.5
29064,q_filter_q-97.5
29065,q_filter_q-97.5
29066,q_filter_q-97.5
29068,q_filter_q-97.5
29069,q_filter_q-97.5
29070,q_filter_q-97.5
29071,q_filter_q-97.5
29072,q_filter_q-97.5
29073,q_filter_q-97.5
29074,q_filter_q-97.5
29075,q_filter_q-97.5
29076,q_filter_q-97.5
29077,q_filter_q-97.5
29078,q_filter_q-97.5
29080,q_filter_q-97.5
29081,q_filter_q-97.5
29082,q_filter_q-97.5
29083,q_filter_q-97.5
29084,q_filter_q-97.5
29085,q_filter_q-97.5
29086,q_filter_q-97.5
29087,q_filter_q-97.5
29088,q_filter_q-97.5
29089,q_filter_q-97.5
29090,q_filter_q-97.5
29091,q_filter_q-97.5
29092,q_filter_q-97.5
29093,q_filter_q-97.5
29094,q_filter_q-97.5
29095,q_filter_q-97.5
29097,q_filter_q-97.5
29098,q_filter_q-97.5
29099,q_filter_q-97.5
29100,q_filter_q-97.5
29101,q_filter_q-97.5
29102,q_filter_q-97.5
29103,q_filter_q-97.5
29104,q_filter_q-97.5
29105,q_filter_q-97.5
29106,q_filter_q-97.5
29107,q_filter_q-97.5
29108,q_filter_q-97.5
29109,q_filter_q-97.5
29110,q_filter_q-97.5
29112,q_filter_q-97.5
29113,q_filter_q-97.5
29114,q_filter_q-97.5
29115,q_filter_q-97.5
29116,q_filter_q-97.5
29117,q_filter_q-97.5
29118,q_filter_q-97.5
29119,q_filter_q-97.5
29120,q_filter_q-97.5
29121,q_filter_q-97.5
29122,q_filter_q-97.5
29123,q_filter_q-97.5
29124,q_filter_q-97.5
29125,q_filter_q-97.5
29128,q_filter_q-97.5
29131,q_filter_q-97.5
29132,q_filter_q-97.5
29133,q_filter_q-97.5
29215,q_filter_q-97.5
29216,q_filter_q-97.5
29217,q_filter_q-97.5
29219,csv_test_gt100
29220,q_filter_q-97.5
29222,q_filter_q-97.5
29223,q_filter_q-97.5
29224,q_filter_q-97.5
29225,q_filter_q-97.5
29226,q_filter_q-97.5
29227,q_filter_q-97.5
29228,q_filter_q-97.5
29229,q_filter_q-97.5
29230,q_filter_q-97.5
29231,q_filter_q-97.5
29232,q_filter_q-97.5
29233,q_filter_q-97.5
29234,q_filter_q-97.5
29235,q_filter_q-97.5
29236,q_filter_q-97.5
29237,q_filter_q-97.5
29238,q_filter_q-97.5
29239,q_filter_q-97.5
29240,q_filter_q-97.5
29241,q_filter_q-97.5
29242,q_filter_q-97.5
29243,q_filter_q-97.5
29244,q_filter_q-97.5
29245,q_filter_q-97.5
29246,q_filter_q-97.5
29247,q_filter_q-97.5
29248,csv_test_gt100
29249,q_filter_q-97.5
29250,q_filter_q-97.5
29251,q_filter_q-97.5
29252,csv_test_gt100
29253,q_filter_q-97.5
29254,q_filter_q-97.5
29255,q_filter_q-97.5
29256,q_filter_q-97.5
29257,q_filter_q-97.5
29258,q_filter_q-97.5
29259,q_filter_q-97.5
29260,q_filter_q-97.5
29261,q_filter_q-97.5
29262,q_filter_q-97.5
29263,q_filter_q-97.5
29264,q_filter_q-97.5
29265,q_filter_q-97.5
29266,csv_test_gt100
29267,q_filter_q-97.5
29268,q_filter_q-97.5
29269,csv_test_gt100
29271,q_filter_q-97.5
29272,q_filter_q-97.5
29273,q_filter_q-97.5
29274,q_filter_q-97.5
29275,q_filter_q-97.5
29276,q_filter_q-97.5
29277,q_filter_q-97.5
29278,q_filter_q-97.5
29279,q_filter_q-97.5
29280,q_filter_q-97.5
29281,q_filter_q-97.5
29282,q_filter_q-97.5
29283,q_filter_q-97.5
29284,q_filter_q-97.5
29285,q_filter_q-97.5
29286,csv_test_gt100
29287,q_filter_q-97.5
29288,q_filter_q-97.5
29289,q_filter_q-97.5
29290,q_filter_q-97.5
29291,q_filter_q-97.5
29292,q_filter_q-97.5
29293,q_filter_q-97.5
29294,q_filter_q-97.5
29295,q_filter_q-97.5
29297,csv_test_gt100
29299,q_filter_q-97.5
29300,q_filter_q-97.5
29301,q_filter_q-97.5
29307,q_filter_q-97.5
29558,q_filter_q-97.5
29559,global_bad
29560,q_filter_q-97.5
29562,q_filter_q-97.5
29565,global_bad
29567,global_bad
29568,q_filter_q-97.5
29569,q_filter_q-97.5
29570,global_bad
29573,global_bad
29574,q_filter_q-97.5
29575,q_filter_q-97.5
29576,global_bad;q_filter_q-97.5
29577,q_filter_q-97.5
29578,q_filter_q-97.5
29579,q_filter_q-97.5
29581,q_filter_q-97.5
29582,q_filter_q-97.5
29583,global_bad
29586,q_filter_q-97.5
29588,q_filter_q-97.5
29589,global_bad
29591,q_filter_q-97.5
29592,q_filter_q-97.5
29593,global_bad
29594,q_filter_q-97.5
29595,global_bad
29596,q_filter_q-97.5
29597,q_filter_q-97.5
29598,global_bad
29599,global_bad
29600,q_filter_q-97.5
29601,q_filter_q-97.5
29602,global_bad
29603,global_bad
29604,global_bad
29606,global_bad
29607,q_filter_q-97.5
29610,q_filter_q-97.5
29611,q_filter_q-97.5
29612,q_filter_q-97.5
29613,q_filter_q-97.5
29614,q_filter_q-97.5
29615,q_filter_q-97.5
29617,q_filter_q-97.5
29618,q_filter_q-97.5
29619,global_bad;q_filter_q-97.5
29620,q_filter_q-97.5
29621,q_filter_q-97.5
29622,q_filter_q-97.5
29623,q_filter_q-97.5
29625,q_filter_q-97.5
29626,q_filter_q-97.5
29627,q_filter_q-97.5
29628,q_filter_q-97.5
29629,global_bad
29630,global_bad
29632,global_bad
29633,q_filter_q-97.5
29634,global_bad
29636,csv_test_gt100;global_bad;q_filter_q-97.5
29637,global_bad
29638,q_filter_q-97.5
29639,q_filter_q-97.5
29640,global_bad
29641,q_filter_q-97.5
29642,q_filter_q-97.5
29643,q_filter_q-97.5
29644,q_filter_q-97.5
29646,global_bad
29648,q_filter_q-97.5
29649,q_filter_q-97.5
29650,q_filter_q-97.5
29651,global_bad
29652,q_filter_q-97.5
29653,q_filter_q-97.5
29654,q_filter_q-97.5
29655,global_bad
29656,q_filter_q-97.5
29657,global_bad
29658,global_bad
29659,q_filter_q-97.5
29660,global_bad;q_filter_q-97.5
29661,q_filter_q-97.5
29663,q_filter_q-97.5
29664,global_bad
29665,global_bad
29666,q_filter_q-97.5
29668,q_filter_q-97.5
29669,global_bad
29670,q_filter_q-97.5
29671,global_bad
29672,global_bad
29674,global_bad
29675,q_filter_q-97.5
29677,q_filter_q-97.5
29682,global_bad
29683,global_bad
29687,global_bad
29688,q_filter_q-97.5
29689,q_filter_q-97.5
29690,q_filter_q-97.5
29692,q_filter_q-97.5
29693,q_filter_q-97.5
29696,q_filter_q-97.5
29697,global_bad
29700,q_filter_q-97.5
29701,q_filter_q-97.5
29703,q_filter_q-97.5
29712,global_bad
29716,global_bad
29722,q_filter_q-97.5
29735,global_bad
29742,global_bad;q_filter_q-97.5
29744,global_bad
29754,global_bad
29756,global_bad
29771,q_filter_q-97.5
29772,global_bad
29776,global_bad
29785,global_bad
29791,global_bad
29793,global_bad;q_filter_q-97.5
29796,q_filter_q-97.5
29803,q_filter_q-97.5
29814,global_bad
29819,global_bad
29827,q_filter_q-97.5
29834,global_bad
29835,global_bad
29848,global_bad
29849,global_bad
29850,global_bad
29855,global_bad
29856,global_bad
29861,global_bad
29864,q_filter_q-97.5
29874,global_bad
29878,global_bad
29879,global_bad;q_filter_q-97.5
29884,global_bad
29885,global_bad
29893,q_filter_q-97.5
29896,global_bad
29898,global_bad
29903,global_bad
29906,global_bad
29914,q_filter_q-97.5
29918,global_bad
29921,global_bad
29922,global_bad
29929,global_bad
29930,global_bad
29932,global_bad
29933,global_bad
29940,global_bad;q_filter_q-97.5
29949,global_bad
29955,global_bad
29959,global_bad;q_filter_q-97.5
29961,global_bad
29966,global_bad
29971,global_bad
29984,global_bad
29990,global_bad
29992,global_bad
29993,global_bad
29997,global_bad;q_filter_q-97.5
30002,global_bad
30003,global_bad
30011,global_bad
30015,global_bad
30030,global_bad
30041,global_bad
30046,global_bad
30048,global_bad
30052,global_bad
30054,global_bad;q_filter_q-97.5
30056,global_bad
30057,q_filter_q-97.5
30058,global_bad
30059,global_bad
30076,global_bad
30080,global_bad
30082,global_bad
30084,global_bad
30087,global_bad;q_filter_q-97.5
30093,global_bad;q_filter_q-97.5
30099,q_filter_q-97.5
30105,global_bad
30110,global_bad
30131,global_bad
30136,global_bad
30139,q_filter_q-97.5
30145,global_bad
30148,q_filter_q-97.5
30152,global_bad
30163,global_bad;q_filter_q-97.5
30172,q_filter_q-97.5
30173,q_filter_q-97.5
30175,global_bad
30178,q_filter_q-97.5
30189,global_bad
30200,global_bad
30210,global_bad
30703,q_filter_q-97.5
30709,q_filter_q-97.5
30718,q_filter_q-97.5
30719,q_filter_q-97.5
30724,q_filter_q-97.5
30727,q_filter_q-97.5
30751,q_filter_q-97.5
30758,q_filter_q-97.5
30766,q_filter_q-97.5
30768,global_bad;q_filter_q-97.5
30769,q_filter_q-97.5
30770,csv_test_gt100;global_bad
30771,global_bad
30778,q_filter_q-97.5
30780,q_filter_q-97.5
30781,q_filter_q-97.5
30782,q_filter_q-97.5
30783,q_filter_q-97.5
30784,q_filter_q-97.5
30785,q_filter_q-97.5
30788,q_filter_q-97.5
30797,q_filter_q-97.5
30804,q_filter_q-97.5
30805,q_filter_q-97.5
30806,q_filter_q-97.5
30807,q_filter_q-97.5
30808,q_filter_q-97.5
30816,q_filter_q-97.5
30820,q_filter_q-97.5
30821,q_filter_q-97.5
30823,q_filter_q-97.5
30832,q_filter_q-97.5
30833,q_filter_q-97.5
30846,q_filter_q-97.5
30847,q_filter_q-97.5
30861,q_filter_q-97.5
30866,q_filter_q-97.5
30871,q_filter_q-97.5
30872,q_filter_q-97.5
30873,q_filter_q-97.5
30876,q_filter_q-97.5
30878,q_filter_q-97.5
30879,q_filter_q-97.5
30880,q_filter_q-97.5
30881,q_filter_q-97.5
30882,q_filter_q-97.5
30887,q_filter_q-97.5
30895,q_filter_q-97.5
30897,q_filter_q-97.5
30934,q_filter_q-97.5
30939,q_filter_q-97.5
30946,q_filter_q-97.5
30947,q_filter_q-97.5
30951,q_filter_q-97.5
30952,q_filter_q-97.5
30958,q_filter_q-97.5
30970,q_filter_q-97.5
30973,q_filter_q-97.5
30975,q_filter_q-97.5
30977,q_filter_q-97.5
30981,q_filter_q-97.5
30983,q_filter_q-97.5
30989,q_filter_q-97.5
30990,q_filter_q-97.5
30993,q_filter_q-97.5
30994,q_filter_q-97.5
30997,q_filter_q-97.5
31009,q_filter_q-97.5
31023,q_filter_q-97.5
31024,q_filter_q-97.5
31026,q_filter_q-97.5
31027,q_filter_q-97.5
31034,q_filter_q-97.5
31035,q_filter_q-97.5
31041,q_filter_q-97.5
31044,q_filter_q-97.5
31049,q_filter_q-97.5
31051,q_filter_q-97.5
31052,q_filter_q-97.5
31059,q_filter_q-97.5
31060,q_filter_q-97.5
31085,q_filter_q-97.5
31093,q_filter_q-97.5
31103,q_filter_q-97.5
31104,q_filter_q-97.5
31106,q_filter_q-97.5
31107,csv_test_gt100;global_bad
31108,global_bad
31112,q_filter_q-97.5
31117,q_filter_q-97.5
31118,q_filter_q-97.5
31119,q_filter_q-97.5
31120,q_filter_q-97.5
31122,q_filter_q-97.5
31123,q_filter_q-97.5
31124,q_filter_q-97.5
31125,q_filter_q-97.5
31132,q_filter_q-97.5
31142,q_filter_q-97.5
31143,q_filter_q-97.5
31144,csv_test_gt100;q_filter_q-97.5
31145,q_filter_q-97.5
31152,q_filter_q-97.5
31153,q_filter_q-97.5
31154,q_filter_q-97.5
31157,q_filter_q-97.5
31158,q_filter_q-97.5
31165,q_filter_q-97.5
31169,q_filter_q-97.5
31170,q_filter_q-97.5
31183,q_filter_q-97.5
31184,q_filter_q-97.5
31208,q_filter_q-97.5
31209,q_filter_q-97.5
31210,q_filter_q-97.5
31211,q_filter_q-97.5
31229,q_filter_q-97.5
31232,q_filter_q-97.5
31234,q_filter_q-97.5
31235,q_filter_q-97.5
31239,q_filter_q-97.5
31241,q_filter_q-97.5
31247,q_filter_q-97.5
31248,q_filter_q-97.5
31249,q_filter_q-97.5
31250,q_filter_q-97.5
31252,q_filter_q-97.5
31256,q_filter_q-97.5
31257,q_filter_q-97.5
31268,q_filter_q-97.5
31269,q_filter_q-97.5
31276,q_filter_q-97.5
31277,q_filter_q-97.5
31278,q_filter_q-97.5
31279,q_filter_q-97.5
31280,q_filter_q-97.5
31281,q_filter_q-97.5
31282,q_filter_q-97.5
31284,q_filter_q-97.5
31288,q_filter_q-97.5
31289,q_filter_q-97.5
31297,q_filter_q-97.5
31298,q_filter_q-97.5
31299,q_filter_q-97.5
31336,q_filter_q-97.5
31342,q_filter_q-97.5
31349,q_filter_q-97.5
31350,q_filter_q-97.5
31354,q_filter_q-97.5
31361,q_filter_q-97.5
31367,q_filter_q-97.5
31372,q_filter_q-97.5
31377,q_filter_q-97.5
31378,q_filter_q-97.5
31379,q_filter_q-97.5
31388,q_filter_q-97.5
31409,q_filter_q-97.5
31422,q_filter_q-97.5
31427,q_filter_q-97.5
31431,q_filter_q-97.5
31432,q_filter_q-97.5
31433,global_bad
31435,csv_test_gt100;global_bad
31436,q_filter_q-97.5
31443,q_filter_q-97.5
31444,q_filter_q-97.5
31445,q_filter_q-97.5
31446,q_filter_q-97.5
31447,q_filter_q-97.5
31448,q_filter_q-97.5
31449,q_filter_q-97.5
31450,q_filter_q-97.5
31463,q_filter_q-97.5
31465,q_filter_q-97.5
31466,q_filter_q-97.5
31467,q_filter_q-97.5
31468,q_filter_q-97.5
31470,q_filter_q-97.5
31475,q_filter_q-97.5
31478,q_filter_q-97.5
31479,q_filter_q-97.5
31480,global_bad
31482,q_filter_q-97.5
31483,q_filter_q-97.5
31488,q_filter_q-97.5
31493,csv_test_gt100;q_filter_q-97.5
31506,q_filter_q-97.5
31507,q_filter_q-97.5
31524,q_filter_q-97.5
31531,q_filter_q-97.5
31552,q_filter_q-97.5
31553,q_filter_q-97.5
31555,q_filter_q-97.5
31561,q_filter_q-97.5
31567,q_filter_q-97.5
31568,q_filter_q-97.5
31571,q_filter_q-97.5
31575,q_filter_q-97.5
31576,q_filter_q-97.5
31586,q_filter_q-97.5
31603,q_filter_q-97.5
31604,q_filter_q-97.5
31605,q_filter_q-97.5
31608,q_filter_q-97.5
31609,q_filter_q-97.5
31610,q_filter_q-97.5
31611,q_filter_q-97.5
31612,q_filter_q-97.5
31613,q_filter_q-97.5
31614,q_filter_q-97.5
31615,q_filter_q-97.5
31617,q_filter_q-97.5
31622,q_filter_q-97.5
31631,q_filter_q-97.5
31633,q_filter_q-97.5
31636,q_filter_q-97.5
31669,q_filter_q-97.5
31671,q_filter_q-97.5
31676,q_filter_q-97.5
31681,q_filter_q-97.5
31682,q_filter_q-97.5
31684,q_filter_q-97.5
31687,q_filter_q-97.5
31688,q_filter_q-97.5
31694,q_filter_q-97.5
31695,q_filter_q-97.5
31701,q_filter_q-97.5
31708,q_filter_q-97.5
31747,q_filter_q-97.5
31754,q_filter_q-97.5
31761,q_filter_q-97.5
31762,global_bad
31763,q_filter_q-97.5
31765,global_bad
31772,q_filter_q-97.5
31773,q_filter_q-97.5
31775,q_filter_q-97.5
31776,q_filter_q-97.5
31778,q_filter_q-97.5
31779,q_filter_q-97.5
31780,q_filter_q-97.5
31781,q_filter_q-97.5
31792,q_filter_q-97.5
31796,q_filter_q-97.5
31798,q_filter_q-97.5
31799,q_filter_q-97.5
31800,q_filter_q-97.5
31801,q_filter_q-97.5
31802,q_filter_q-97.5
31810,q_filter_q-97.5
31812,q_filter_q-97.5
31813,q_filter_q-97.5
31814,q_filter_q-97.5
31820,q_filter_q-97.5
31824,q_filter_q-97.5
31825,q_filter_q-97.5
31838,q_filter_q-97.5
31839,q_filter_q-97.5
31852,q_filter_q-97.5
31858,q_filter_q-97.5
31862,q_filter_q-97.5
31864,q_filter_q-97.5
31868,q_filter_q-97.5
31880,q_filter_q-97.5
31895,q_filter_q-97.5
31896,q_filter_q-97.5
31898,q_filter_q-97.5
31899,q_filter_q-97.5
31904,q_filter_q-97.5
31906,q_filter_q-97.5
31911,q_filter_q-97.5
31912,q_filter_q-97.5
31915,q_filter_q-97.5
31916,q_filter_q-97.5
31917,q_filter_q-97.5
31922,q_filter_q-97.5
31938,q_filter_q-97.5
31939,q_filter_q-97.5
31942,q_filter_q-97.5
31946,q_filter_q-97.5
31947,q_filter_q-97.5
31953,q_filter_q-97.5
31954,q_filter_q-97.5
31957,q_filter_q-97.5
32219,q_filter_q-97.5
32245,q_filter_q-97.5
32261,q_filter_q-97.5
32286,q_filter_q-97.5
32293,q_filter_q-97.5
32310,q_filter_q-97.5
32313,csv_train_gt20
32367,q_filter_q-97.5
32370,q_filter_q-97.5
32453,q_filter_q-97.5
32454,csv_test_gt100
32456,q_filter_q-97.5
32649,q_filter_q-97.5
32765,q_filter_q-97.5
33390,q_filter_q-97.5
